Sample,CON 13,CON 14,CON 15,CON 16,CON 17,CON 18,L 13,L 14,L 15,L 16,L 17,L 18,LN 13,LN 14,LN 15,LN 16,LN 17,LN 18,N 13,N 14,N 15,N 16,N 17,N 18,Z 13,Z 14,Z 15,Z 16,Z 17,Z 18,ZL 15,ZL 16,ZL 17,ZL 18,ZLN 13,ZLN 14,ZLN 15,ZLN 16,ZLN 17,ZLN 18,ZN 13,ZN 14,ZN 15,ZN 16,ZN 17,ZN 18
Class,1_Con,1_Con,1_Con,1_Con,1_Con,1_Con,3_L,3_L,3_L,3_L,3_L,3_L,7_LN,7_LN,7_LN,7_LN,7_LN,7_LN,4_N,4_N,4_N,4_N,4_N,4_N,2_Z,2_Z,2_Z,2_Z,2_Z,2_Z,5_ZL,5_ZL,5_ZL,5_ZL,8_ZLN,8_ZLN,8_ZLN,8_ZLN,8_ZLN,8_ZLN,6_ZN,6_ZN,6_ZN,6_ZN,6_ZN,6_ZN
27.077116,2500,1500,1500,1500,350830,1500,3214,2500,2500,2500,449521,1500,2500,406099,1500,167664,464100,1500,2500,1500,426830,2500,1500,1500,2500,500241,2500,1500,1500,1500,1500,409971,2500,543385,2500,2500,1500,2500,340246,547799,575325,2500,1500,2500,474044,262543
27.0847,1500,2500,2500,3313,1105223,2500,1500,1500,1500,1500,2500,2500,1408957,1156297,2500,634325,1446009,2500,1500,2500,1500,1500,18949,2500,1500,2500,1500,2500,2500,2500,2500,1244727,1500,1439764,1500,1500,7769,1500,1071290,1684448,2500,92456,2500,1500,1225298,1133177
27.0923,2500,1500,1500,1500,381049,1500,2500,2500,2500,2500,1500,1500,546959,439680,1500,1500,508337,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,460166,2500,559928,2500,2500,1500,2500,380373,609980,1500,2500,1500,2500,2500,413901
27.099884,2500,1500,1500,1500,1476604,1500,2500,2500,2500,2500,1500,1500,2190546,1710688,1500,1500,1966895,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,1711624,2500,2264897,2500,2500,8135,2500,1433674,2298860,1500,2500,1500,2500,1966910,1551294
27.107466,1500,2500,2500,2500,2500,2500,1500,4187,1500,1500,2500,2500,375927,1500,2500,2500,1500,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,250201,1500,2500,1500,2500,1500,1500,270723
27.115067,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,55859,1500,2500,36176,1500,2500,1500,2500,43260,1500,2500,50319,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,36512,58421,58320,1500,2500,1500,1500,2500
27.12265,2500,1500,1500,1500,125762,1500,2500,2500,2500,113385,1500,1500,174294,140391,1500,118146,164822,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,146282,2500,180743,2500,2500,1500,2500,122418,197141,1500,2500,1500,2500,2500,132447
27.130234,1500,2500,2500,2500,57044,2500,1500,1500,1500,1500,2500,2500,77168,61200,2500,53395,75897,2500,1500,2500,1500,1500,2500,60747,1500,2500,1500,2500,2500,2500,2500,66563,1500,79288,1500,1500,2500,1500,55845,88748,2500,1500,2500,1500,67481,60531
27.137833,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,57758,46537,2500,49530,1500,2500,1500,2500,1500,1500,2500,54606,1500,47295,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,55057,2808,2500,40668,47710,52599
27.145416,2500,1500,1500,1500,1500,1500,2500,17669,2500,1498217,1500,1500,2500,2500,1500,1394082,2500,1500,2500,1500,2500,2500,1500,1418772,2500,1500,2500,4311,1500,1500,15229,2500,2500,1500,2500,2500,7062,2500,2500,2500,1500,2500,1500,2500,2500,1500
27.153,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,194716,1500,2500,127354,1500,2500,1500,2500,1500,1500,2500,2500,2944,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,194379,2500,1500,2500,1500,1500,143579
27.160601,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,38965,32834,2500,31161,42782,2500,1500,2500,1500,19695,2500,2500,1500,34585,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,30888,1500,2500,1500,2500,28169,33430,33821
27.168184,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,32616,25127,2500,25828,32792,2500,1500,2500,1500,1500,2500,2500,1500,25253,1500,2500,2500,2500,2500,31467,1500,31179,1500,1500,2500,1500,25526,40311,30060,1500,2500,20576,1500,28374
27.175766,1500,2500,2500,2500,2500,2500,1500,78054,1500,1500,2500,28271,1500,1500,2500,1038002,1500,2500,1500,2500,1020287,678443,2500,997853,1500,2500,1500,16811,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
27.183367,2500,1500,1500,1500,351457,1500,2500,12089,2500,2500,4635,1500,2500,2500,1500,361852,2500,1500,2500,1500,385093,214849,1500,397696,9288,1500,2500,3586,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
27.19095,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,54479,32271,2500,55506,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,50216
27.198534,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,50790,39622,2500,2500,45634,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,41557,1500,2500,1500,1500,2500,1500,34614,1500,2500,1500,2500,30751,1500,37251
27.206116,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,67178,1500,2500,2500,62953,2500,1500,54359,1500,1500,2500,2500,1500,2500,1500,2500,46129,2500,2500,1500,1500,2500,1500,1500,2500,50333,43708,1500,2500,1500,2500,39528,1500,2500
27.213717,2500,1500,1500,1500,1500,9920,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,1571911,1500,2500,1500,2500,840046,1500,1500,2500,1500,2500,4401,1500,1500,12219,2500,2500,1500,2500,2500,7447,2500,2500,2500,1582666,2500,1500,2500,2500,1500
27.2213,1500,2500,2500,2500,2500,2500,1500,1500,1500,303768,3742,2500,306234,1500,2500,237016,296717,2500,1500,2500,270654,128774,2500,292285,5415,2500,1500,2500,209070,2500,4150,1500,1500,2500,1500,1500,2500,1500,1500,1500,317438,1500,2500,1500,1500,2500
27.228884,1500,2500,2500,2500,83521,2500,1500,1500,1500,2352,2500,2500,95673,1500,2500,2500,1500,2500,1500,2500,90119,56395,2500,90621,3323,2500,1500,2500,90288,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,90369,4201,2500,1500,1500,2500
27.236483,2500,1500,1500,60433,8214,1500,2500,2500,2500,2500,1500,1500,2500,104749,3593,1500,2500,1500,2500,114875,2500,108721,1500,2391,8217,1500,2500,1500,95843,1500,1500,119578,2500,1500,2500,2500,1500,106940,103175,2500,1500,2500,1500,96818,2500,1500
27.244066,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,64695,1500,2500,2500,1500,2500,1500,46613,2323,1500,2500,2500,1500,2500,1500,2500,44033,2500,2500,53508,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
27.25165,2500,1500,1500,1500,1500,1500,2500,6666,2500,2500,3867,1500,2500,2500,1500,1500,2500,1500,2500,344792,2500,2500,1500,1500,10540,299964,2500,1500,280706,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
27.259251,2500,1500,1500,30334,2639,1500,2500,2500,2500,2500,1500,1500,2500,58881,1500,54345,73040,1500,2500,55068,2500,2500,1500,1500,2500,34136,2500,1500,49331,1500,1500,2500,2500,1500,2500,2500,1500,51112,55292,2500,1500,2500,1500,2500,2500,61388
27.266834,1500,2500,2500,123759,2500,2500,1500,1500,1500,2181,2500,2500,1500,1500,2500,2500,1500,2500,1500,221750,1500,228310,2500,2500,4439,2500,1500,2500,118202,2500,2500,1500,1500,2500,1500,1500,2500,222439,1500,1500,2500,5029,2500,1500,1500,2500
27.274416,2500,1500,1500,164358,1500,1500,2500,2500,2500,2500,3149,1500,2500,2500,4855,1500,2500,1500,2500,308405,2500,300253,1500,1500,5914,1500,2500,1500,260590,1500,1500,2500,2500,1500,2500,2500,1500,290831,268175,2500,1500,2500,1500,2500,2500,299518
27.282017,1500,2500,2500,77486,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2596,122997,186175,2500,1500,143121,1500,139014,2500,2500,2836,131166,1500,2500,117729,2500,2500,1500,1500,2500,1500,1500,2500,137036,134589,1500,2500,4021,2500,1500,1500,144316
27.2896,1500,2500,2500,519049,2500,26718,11292,57575,1500,28058,2500,15144,1500,1500,2500,2500,1500,2500,1500,991782,1500,945431,14707,28272,68196,2500,1500,3560,888451,2500,31984,1500,1500,2500,1500,1500,12755,914759,1500,1500,20580,1500,2500,1500,1500,2500
27.297184,2500,1500,1500,696101,1500,8463,4666,2500,2500,2500,12265,1500,2500,2500,1500,1019449,2500,1500,2500,1320015,2500,1265565,1500,1500,2500,1081697,2500,1500,1123080,1500,10782,2500,2500,1500,2500,2500,1500,1233231,1127979,2500,1500,2500,1500,2500,2500,1267712
27.304783,1500,2500,2500,121876,2500,2500,1500,1500,1500,3799,3266,2500,1500,1500,5055,206433,1500,2500,1500,219660,1500,215314,2500,2500,5306,234166,1500,2500,2500,2500,2500,1500,1500,277127,1500,1500,2500,210839,217690,1500,2500,1500,2500,1500,1500,2500
27.312366,24204,2500,2500,12648,2500,2500,1500,1500,23332,1500,2500,2500,1500,21827,2500,21827,1500,2500,1500,23958,1500,23234,2500,2500,1500,2500,23635,2500,30562,2500,2500,1500,1500,27060,1500,1500,2500,22458,1500,1500,2500,2580,2500,21153,1500,2500
27.31995,2500,1500,1500,1500,1500,1500,2500,2500,1639559,2500,1500,1500,2500,2500,18843,1500,2500,1500,2500,1348961,2500,2500,1500,1500,2500,1500,2500,3399,2139159,1500,1500,2500,2500,1262543,2500,2500,6270,2500,2500,2500,1500,31309,1500,2500,2500,1500
27.327551,2500,1500,1500,1500,1500,1500,2500,2500,104403,2500,1500,1500,2500,96039,5461,1500,2500,1500,2500,102280,2500,2500,1500,2165,2500,2269,2500,1500,133632,1500,1500,2500,2500,1500,2500,2500,1500,88219,2500,2500,1500,13192,1500,2500,2500,1500
27.335133,1500,2500,2500,2500,2500,2500,1500,1500,205237,4438,3273,2500,1500,1500,2500,151800,1500,2500,1500,194598,1500,1500,2500,4115,1500,4515,1500,2500,258752,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,3448,19561,2500,1500,5483,2500
27.342716,51025,2500,2500,2500,2500,2500,1500,1500,58995,1500,2500,2500,1500,47773,2500,2500,1500,2500,1500,49764,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,43182,1500,1500,2500,1500,2500,1500,1500,2500
27.350317,201598,2500,2500,2500,10634,2500,1500,1500,1500,3667,5150,2500,1500,1500,7994,2500,1500,180936,1500,2500,7648,1500,2500,2500,1500,4633,192675,2500,2500,2500,2500,14244,1500,2500,1500,1500,2500,1500,11148,1500,2896,1500,2500,124866,5772,2500
27.357901,336962,1500,1500,1500,1500,1500,2500,2500,391906,2500,1500,1500,2500,277951,4547,1500,2500,270717,2500,320497,2500,2500,1500,4076,2500,1500,313339,1500,514320,1500,1500,2500,2500,312920,2500,2500,1500,2500,2500,2500,2943,7384,1500,2500,2500,1500
27.365484,1014036,2500,2500,2500,2500,2500,1500,1500,1012893,25052,36276,2500,1500,1500,56793,799528,1500,2500,1500,1002251,1500,1500,2500,2500,1500,2500,961931,2500,1304713,2500,28600,1500,1500,2500,1500,1500,4669,1500,1500,1500,16138,142737,2500,705880,30788,2500
27.373066,222925,2500,2500,2500,2500,2500,1500,1500,206669,2019,2500,2500,1500,1500,2500,2500,1500,189675,1500,234035,3387,1500,2500,2500,3727,2678,229587,2500,281529,2500,2500,7259,1500,3252,1500,1500,2500,1500,1500,1500,2500,6042,2500,179162,1500,2500
27.380667,131370,2500,2500,2500,4185,2500,1500,1500,1500,1500,2500,2500,1500,96616,2500,2500,1500,106226,1500,2500,3350,1500,2500,2500,1500,2500,121484,2500,2500,2500,2500,1500,1500,3457,1500,1500,2500,1500,1500,1500,2500,2545,2500,1500,2819,2500
27.38825,1432902,1500,1500,1500,1500,1500,3519,12137,2500,2500,11998,1500,2500,1151281,1500,1500,2500,1158796,2500,1500,2500,2500,1500,1500,15481,1500,1320197,1500,1500,1500,1500,2500,2500,1500,2500,2500,5562,2500,2500,2500,1500,2500,1500,2500,2500,1500
27.395834,143087,1500,1500,1500,1500,1500,2500,2500,166866,2500,1500,1500,2500,112877,1500,1500,2500,113997,2500,135639,2500,2500,1500,1500,2500,1500,132890,1500,217690,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,3261,1500,73741,2500,1500
27.403433,1003604,2500,2500,2500,2500,2500,6679,43293,1500,18289,2500,2500,1500,44315,2500,2500,1500,902999,1500,2500,1500,1500,2500,2500,40275,25381,1500,2500,2500,2500,33924,1500,1500,33206,1500,1500,2500,1500,1500,1500,2500,1500,2500,714888,1500,2500
27.411016,59052,2500,2500,25500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,61182,1500,49493,1500,44091,45811,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,42983,1500,1500,2500,1500,2500,38162,1500,2500
27.4186,1442015,1500,1500,1500,1500,1500,3207,2500,2500,2500,10290,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,8439,2500,2500,1500,2500,2500,5383,2500,2500,2500,1500,2500,1500,868194,2500,1500
27.426201,2500,1500,1500,8724,1500,1500,2500,2500,19569,2500,1500,1500,2500,2500,1500,1500,2500,23828,2500,1500,2500,2500,17105,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,9861,2500,1500
27.433783,30544,2500,2500,15409,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,37122,1500,28813,1500,1500,25733,2500,1500,2500,27919,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,26912,1500,1500,2500,1500,2500,2451,1500,2500
27.441366,10675,2500,2500,4765,2500,2500,1500,1500,9698,1500,2500,2500,1500,1500,2500,2500,1500,12099,1500,9956,1500,8849,9094,2500,1500,2500,9662,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,8751,1500,1500,2500,1500,2500,1500,1500,2500
27.448967,2500,1500,1500,1500,1500,1500,2500,10774,2500,2500,1500,1500,2500,2500,1500,1500,2500,1486130,2500,1500,2500,2500,1500,1500,2500,17441,2500,1500,1500,1500,8000,2500,2500,1500,2500,2500,5406,2500,2500,2500,1500,2500,1500,2500,2500,1500
27.456551,2500,1500,1500,1500,10502,1500,2500,4393,2500,2500,1500,1500,3017,2500,1500,1500,2500,392890,2500,1500,2500,2500,288698,3381,5674,5376,2500,1500,1500,1500,1500,2500,2500,7015,2500,2500,1500,2500,2500,2500,1500,9648,1500,2500,2500,1500
27.464134,22103,2500,2500,2500,2500,2500,1500,1500,20009,1500,2500,2500,1500,1500,2500,2500,1500,26338,1500,20363,1500,18895,19409,2500,1500,2500,19671,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
27.471733,1500,2500,2500,2500,42716,14695,1500,34114,1500,1500,20617,2500,1500,1500,2500,2500,1500,1117212,1500,2500,1500,1500,830876,2500,1500,25360,1500,2500,2500,2500,2500,1500,1500,32839,1500,1500,3989,1500,1500,1500,2500,58535,2500,1500,1500,2500
27.479317,2500,1500,1500,1500,1500,5509,2500,10872,2500,2500,9476,1500,2500,2500,12883,1500,2500,1500,2500,1500,2500,2500,1108527,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,5231,2500,2500,2500,1500,2500,1500,2500,2500,1500
27.4869,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,54602,1500,43502,1500,1500,39772,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
27.494499,1500,2500,2500,11176,2500,2500,1500,1500,23074,2110,2500,28395,1500,1500,2500,2500,1500,30842,1500,23912,1500,1500,22767,2500,1500,2500,1500,2500,29797,2500,2500,1500,1500,2500,1500,1500,2500,20170,1500,1500,2500,1500,2500,1500,1500,2500
27.502083,2500,1500,1500,1500,7785,1500,2500,2500,2500,8174,1500,114523,2500,3461,2989,1500,2500,1500,2500,96423,2500,2500,94730,5252,2500,2117,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,88106,3882,4654,1500,4090,1500,2500,2500,3209
27.509666,2500,1500,1500,1500,6898,1500,2500,2500,2500,3663,1500,322113,2500,2500,2987,1500,2500,1500,2500,1500,2500,2500,260561,3021,2500,3818,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,6815,3651,1500,4369,1500,2500,2500,1500
27.517267,1500,2500,2500,18863,2500,2500,1500,1500,37780,2358,2500,44128,1500,1500,2500,3629,1500,2500,1500,39105,1500,1500,37567,2500,1500,2500,37155,2500,49881,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,3446,1500,2500
27.524851,1500,2500,2500,2500,2500,2500,1500,1500,1500,2535,2500,217305,1500,3253,2500,8656,7865,2500,1500,2500,1500,1500,192525,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2596,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,3171
27.532433,1500,2500,2500,2500,68994,2500,1500,38185,1500,94366,2500,1010596,1500,38707,34876,2500,1500,2500,1500,2500,71914,1500,821096,63587,35936,2500,1500,2500,2500,2500,34630,46469,1500,2500,1500,1500,2500,1500,1500,46827,35872,36460,2500,1500,1500,2500
27.540016,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,9633,1500,2500,1500,4230,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,189672,6056,2500,1500,3933,1500,2500,2500,1500
27.547617,2500,1500,1500,1500,1500,4717,2956,9862,2500,15464,1500,1364302,8731,2500,1500,1500,2500,1500,2500,1500,18453,2500,1098612,11870,12474,1500,2500,1500,1500,1500,7747,2500,2500,1500,2500,2500,4657,776807,2500,15800,7674,2500,1500,2500,2500,20950
27.555201,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,150045,1500,3031,2500,6264,4304,2500,1500,115641,1500,1500,122561,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,93967,1500,1500,2500,1500,2500,1500,1500,2500
27.562784,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,124653,1500,3155,2500,2500,3942,2500,1500,91053,1500,1500,2500,2500,1500,2500,1500,2500,133542,2500,2500,3846,1500,2500,1500,1500,2500,86811,1500,1500,2500,1500,2500,1500,1500,2500
27.570383,2500,1500,1500,1500,2500,1500,2500,35543,2500,2500,15699,1005444,25164,2500,1500,1500,117419,1500,2500,1500,2500,2500,1500,1500,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,1500,2500,1500
27.577967,90438,1500,1500,44474,1500,1500,2500,2500,2500,2500,1500,102214,2500,3419,1500,1500,10894,1500,2500,1500,6806,6994,1500,1500,2500,1500,85042,1500,1500,1500,1500,2500,2500,2761,2500,2500,1500,80544,3217,2500,2753,3279,1500,2500,2500,5623
27.58555,2500,1500,1500,1500,6375,1500,2500,2500,2500,2500,1500,325697,2500,5341,1500,1500,9054,1500,2500,244080,2500,2500,1500,2123,2500,1500,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2883,1500,2500,1500,17876,2500,4303
27.593149,38474,2500,2500,2500,2500,2500,1500,1500,36912,1500,2500,43443,1500,1500,2500,2914,1500,44171,1500,2500,1500,1500,2500,2500,1500,2500,38125,2500,2500,2500,2500,2132,1500,2500,1500,1500,2500,1500,3368,1500,2500,1500,2500,3060,2741,2500
27.600733,2500,1500,1500,1500,1500,4545,2539,2500,1057154,8856,7813,1370350,9135,2500,9631,1500,38777,1500,2500,1027488,2500,2500,1500,7810,10186,19428,2500,1500,1500,1500,6384,33672,2500,17105,2500,2500,1500,2500,26054,2500,1500,15027,1500,2500,19363,18725
27.608316,2500,1500,1500,1500,1500,1500,2500,2500,2500,3718,1500,1500,2500,2500,3588,1500,2500,309058,2500,1500,2500,2500,1500,1500,4203,10723,240605,1500,1500,1500,1500,18299,2500,8337,2500,2500,1500,2500,14693,4827,1500,2500,1500,19759,14007,1500
27.615917,2500,1500,1500,46729,1500,1500,2500,2500,2500,2500,1500,1500,2500,3466,1500,1500,2500,109869,2500,1500,2500,2500,1500,1500,2500,6232,92964,1500,1500,1500,1500,12208,2500,4814,2500,2500,1500,2500,11275,2500,1500,2500,1500,5255,9870,6210
27.623501,176917,2500,2500,90857,2500,2500,1500,1500,1500,1500,2500,2500,1500,4444,2500,7200,5964,217162,1500,2500,1500,1500,2500,2500,1500,2500,173099,135754,2888,2500,2500,5739,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,8714,3025,2500
27.631083,1500,2500,2500,331124,2500,12639,1500,36312,1500,25975,2500,2500,1500,1500,20730,2500,1500,843022,1500,2500,1500,1500,2500,23744,1500,76290,678892,2500,2500,2500,2500,123073,1500,57526,1500,1500,2500,1500,109993,1500,2500,1500,2500,80485,115017,59424
27.638683,2500,1500,1500,35619,1500,1500,2500,2500,2500,2500,1500,1500,2500,2705,1500,1500,2500,1500,2500,1500,2500,2500,1500,1500,2500,1500,68738,1500,2442,1500,1500,2500,2500,1500,2500,2500,1500,2500,3335,2500,1500,2500,1500,7575,2500,1500
27.646267,1500,2500,2500,2500,2911,2500,1500,1500,114288,1500,2500,153190,1500,2577,2500,4289,4038,2500,1500,2500,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,3714,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,7058,2108,2500
27.653851,94331,1500,1500,47456,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,12482,2500,1500,2500,6689,3494,2500,1500,1500,2500,1500,2500,66431,2610,1500,1500,2500,2500,1500,2500,2500,1500,12904,2500,2500,1500,3009,1500,2500,2500,1500
27.661449,711730,1500,1500,1500,51586,1500,2500,36127,31444,2500,13654,1500,13563,117619,1500,107491,49225,1500,2500,79816,42027,2500,1500,1500,19628,1500,2500,558613,31483,1500,1500,2500,2500,1500,2500,2500,2714,2500,2500,32450,11021,28067,1500,1500,2500,1500
27.669033,1500,2500,2500,29920,2500,2500,1500,1500,1500,1500,2500,2500,1500,2031,2500,2500,1500,2500,1500,2500,1500,1500,59377,2500,1500,2500,1500,51983,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,4532,1500,2500
27.676617,1500,2500,2500,22612,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,2500,1500,54671,1500,2500,1500,1500,37787,2500,1500,2500,1500,31790,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
27.684217,19402,2500,2500,7106,2500,2500,1500,1500,1500,1500,2500,21010,1500,1500,2500,2500,1500,2500,1500,2500,1500,1500,16008,2500,1500,2500,1500,14606,2500,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
27.691799,2500,1500,1500,1500,21343,1500,2500,2500,2500,2500,7188,1500,2500,28630,1500,1500,2500,1500,2500,1500,2500,2500,1500,6560,9504,12680,2500,762525,1500,1500,5731,2500,2500,1500,2500,2500,1500,2500,2500,10294,1500,2500,1500,68579,2500,1500
27.699383,2500,1500,1500,1500,2500,8282,2500,2500,2500,2500,1500,1500,15055,2500,17040,1500,51922,1500,2500,1500,2500,49126,1500,1500,2500,43451,2500,1500,30786,1500,20604,2500,2500,1500,2500,2500,1500,2500,2500,2500,6327,25141,1500,125157,2500,1500
27.706966,2500,1500,1500,1500,1500,1500,2500,2500,2500,2500,1500,22528,2500,2500,1500,1500,2500,5308,2500,1500,2500,2500,1500,1500,2500,1500,2747,17607,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
27.714567,1500,2500,2500,28886,2500,2500,1500,1500,2347,1500,2500,2500,1500,1500,2500,2500,1500,2500,1500,2500,1500,3361,2500,2500,1500,2500,1500,47862,2627,2500,2500,1500,1500,2500,1500,1500,2500,1500,2789,1500,2500,1500,2500,1500,1500,2500
27.722151,4149,1500,1500,13097,1500,1500,2500,2500,2500,3489,1500,47464,2500,2500,1500,1500,2500,13472,2500,5612,2500,3689,33613,1500,2500,8886,7712,1500,2690,1500,1500,8871,2500,1500,2500,2500,1500,2500,8800,2500,1500,2500,1500,2500,7657,5535
27.729733,1500,2500,2500,2500,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,5196,5362,2500,1500,2500,1500,4308,151110,2500,1500,2500,8005,2500,2580,2500,2500,1500,1500,2500,1500,1500,2500,1500,1500,1500,2500,1500,2500,1500,1500,2500
27.737333,8449,2500,2500,2500,6730,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,9761,1500,2500,1500,2500,1500,1500,110196,2976,1500,2500,14772,2500,2500,2500,2500,8594,1500,5136,1500,1500,2500,1500,7086,1500,2500,1500,2500,1500,5390,2500
27.744917,27437,1500,1500,13304,1500,1500,2500,2500,2500,2500,1500,1500,2500,2500,1500,1500,2500,1500,2500,1500,2500,2500,22398,1500,2500,1500,2500,17708,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,2500,2500,1500
27.752501,2500,1500,1500,397913,1500,1500,2500,2500,2500,6881,6519,1500,5899,2500,1500,1500,2500,1500,2500,1500,9616,2500,1500,6631,7744,1500,2500,1500,1500,1500,1500,2500,2500,14165,2500,2500,1500,2500,2500,8353,3285,2500,1500,2500,2500,1500
27.760099,49570,1500,1500,1500,1500,1500,2500,32868,2500,20895,12624,1500,2500,2500,15068,53192,2500,1500,2500,1500,24493,2500,602052,21178,2500,1500,86821,1500,1500,1500,1500,57852,2500,39907,2500,2500,6469,2500,55646,17505,6459,2500,1500,2500,39770,34606
27.767683,2500,1500,1500,117448,1500,1500,2500,2500,5586,3559,1500,1500,2500,2500,3070,1500,8199,1500,2500,1500,4086,9389,210008,2546,2500,1500,2500,1500,5201,1500,1500,10386,2500,6378,2500,2500,1500,2500,8167,3050,1500,2500,1500,2500,6420,6115
27.775267,1500,2500,2500,94150,2500,2500,1500,1500,1500,1500,2500,2500,1500,1500,2500,5310,1500,2500,1500,4480,1500,1500,2500,2500,1500,2500,1500,2500,2500,2500,2500,1500,1500,2500,1500,1500,2500,8774,1500,1500,2500,1500,2500,1500,1500,2500
27.782867,2500,1500,1500,398061,1500,1500,2500,2500,2500,2500,1500,1500,2500,20150,6575,1500,23612,1500,2500,1500,2500,2500,1500,1500,2500,8634,2500,1500,1500,1500,1500,2500,2500,1500,2500,2500,1500,2500,2500,2500,1500,2500,1500,59366,8343,1500
