bin,retention_time,vlookup,significant05?,main_significant05?,Peak ID,Peak ID second,,COUNT,z_fvalue,l_fvalue,n_fvalue,zl_fvalue,zn_fvalue,ln_fvalue,zln_fvalue,,c_mean,n_mean,l_mean,ln_mean,z_mean,zn_mean,zl_mean,zln_mean,z_fvalue,l_fvalue,n_fvalue,zl_fvalue,zn_fvalue,ln_fvalue,zln_fvalue,significant05?,significant01?,main_significant05?,main_significant01?
727,11.9,11.87495,TRUE,TRUE,Threonine,Glycine,,1,,,0.010801085,,,,,,6.05,4.289,6.578,4.957,6.259,6.24,6.977,5.073,0.234636242,0.81526569,0.010801085,0.375335365,0.402684735,0.415338668,0.31273322,TRUE,FALSE,TRUE,FALSE
729,11.9,11.87605,TRUE,TRUE,Threonine,Glycine,,1,,,0.002789339,,,,,,6.002,4.194,7.215,4.952,6.712,6.457,7.223,5.36,0.120127519,0.559100787,0.002789339,0.188379179,0.283735993,0.316207109,0.561651572,TRUE,TRUE,TRUE,TRUE
734,11.9,11.90287,TRUE,TRUE,Threonine,Glycine,,1,,,0.021945269,,,,,,5.444,3.806,5.66,4.511,5.495,5.401,6.178,4.67,0.265828616,0.730955771,0.021945269,0.566588526,0.467000145,0.659765443,0.30588211,TRUE,FALSE,TRUE,FALSE
735,11.9,11.9075,TRUE,TRUE,Threonine,Glycine,,1,,,0.031104481,,,,,,5.412,3.911,5.827,4.959,5.769,5.988,6.842,4.788,0.117368435,0.579288224,0.031104481,0.330431814,0.669461747,0.427357036,0.121493203,TRUE,FALSE,TRUE,FALSE
736,11.9,11.91378,TRUE,TRUE,Threonine,Glycine,,1,,,0.034023447,,,,,,5.145,3.767,6.277,4.424,4.799,5.538,6.24,4.45,0.58308187,0.334331768,0.034023447,0.412845448,0.207447811,0.141789336,0.292695456,TRUE,FALSE,TRUE,FALSE
744,12.2,12.15845,TRUE,,Glyceric acid,,,1,,,,0.004756367,,,,,8.558,8.094,5.96,7.365,7.293,6.28,7.915,8.082,0.758014671,0.555046148,0.854788236,0.004756367,0.32693135,0.11827665,0.723794058,TRUE,TRUE,FALSE,FALSE
747,12.2,12.16933,TRUE,,Glyceric acid,,,1,,,,0.046622616,,,,,8.966,8.755,7.779,7.859,8.33,7.615,9.325,8.678,0.886731446,0.862551156,0.538352106,0.046622616,0.537432348,0.852763677,0.911714008,TRUE,FALSE,FALSE,FALSE
750,12.2,12.18876,TRUE,,Glyceric acid,,,1,,,,0.049031055,,,,,7.406,6.834,5.233,6.772,5.568,5.76,7.493,6.54,0.576987321,0.981940133,0.779497918,0.049031055,0.496040678,0.622394128,0.171366159,TRUE,FALSE,FALSE,FALSE
759,12.4,12.42625,TRUE,TRUE,Uracil,,,1,,0.020017345,,,,,,,7.873,8.089,6.096,6.269,7.889,6.868,7.384,6.388,0.956870362,0.020017345,0.498306067,0.225797265,0.241173154,0.991449171,0.973892384,TRUE,FALSE,TRUE,FALSE
760,12.4,12.4319,TRUE,,Uracil,,,1,,,,,,0.024305466,,,5.277,5.747,5.01,4.679,5.082,5.474,6.7,4.334,0.783524865,0.346003539,0.356205187,0.341109385,0.225199364,0.024305466,0.19122251,TRUE,FALSE,FALSE,FALSE
761,12.6,12.59587,TRUE,,Uracil,,,1,,,,,,,0.048929115,,6.248,4.426,4.293,4.602,4.221,4.642,4.843,4.27,0.266165361,0.262539362,0.322441937,0.199290333,0.342967497,0.394364175,0.048929115,TRUE,FALSE,FALSE,FALSE
764,12.7,12.72694,TRUE,,"2-Butenedioic acid, (E)-, 2TMS derivative",,,1,,,,,,,0.04368112,,7.559,8.892,8.552,8.49,8.515,7.855,8.394,9.15,0.737771181,0.167756466,0.332796708,0.619488028,0.327179612,0.914890191,0.04368112,TRUE,FALSE,FALSE,FALSE
781,13.9,13.88717,TRUE,TRUE,beta-alanine,,,1,0.046671954,,,,,,,,6.356,6.326,5.971,6.395,7.157,6.559,7.122,6.775,0.046671954,0.853221634,0.691552961,0.709869232,0.267617191,0.558695908,0.868702988,TRUE,FALSE,TRUE,FALSE
782,13.9,13.88749,TRUE,TRUE,beta-alanine,,,1,0.046212303,,,,,,,,5.127,5.453,5.547,5.763,6.331,5.882,6.56,6.038,0.046212303,0.450852911,0.790555776,0.752285745,0.276024079,0.892576764,0.97832196,TRUE,FALSE,TRUE,FALSE
787,13.9,13.88808,TRUE,,beta-alanine,,,1,,,,,0.015530339,,,,8.13,8.608,8.293,8.74,9.184,8.109,8.777,8.3,0.597472884,0.990303609,0.560690421,0.567868003,0.015530339,0.601347709,0.535174129,TRUE,FALSE,FALSE,FALSE
788,13.9,13.88812,TRUE,TRUE,beta-alanine,,,2,0.027886918,,,,0.026436356,,,,7.352,7.951,7.001,7.607,8.268,7.496,8.356,8.129,0.027886918,0.930627193,0.736009333,0.173790645,0.026436356,0.598482974,0.587636077,TRUE,FALSE,TRUE,FALSE
789,13.9,13.88844,TRUE,,beta-alanine,,,1,,,,,0.008827904,,,,8.498,9.236,8.875,9.345,9.544,8.656,9.65,9.019,0.451433513,0.40644097,0.8412207,0.89429765,0.008827904,0.966618247,0.603254839,TRUE,TRUE,FALSE,FALSE
790,13.9,13.88902,TRUE,,beta-alanine,,,1,,,,,0.033986797,,,,10.393,11.059,10.536,11.024,11.396,10.416,11.043,10.555,0.787626967,0.880356888,0.839889936,0.738568919,0.033986797,0.822160969,0.586448174,TRUE,FALSE,FALSE,FALSE
791,13.9,13.88902,TRUE,,beta-alanine,,,1,,,,,0.030070506,,,,8.922,9.515,9.024,9.411,9.807,8.948,9.728,9.085,0.607626539,0.951231249,0.710000468,0.966140792,0.030070506,0.989845618,0.706691889,TRUE,FALSE,FALSE,FALSE
798,13.9,13.8946,TRUE,,beta-alanine,,,1,,,,,0.014383536,,,,5.543,5.887,5.82,6.409,6.927,5.532,7.014,6.189,0.160599708,0.272647185,0.347993838,0.898744762,0.014383536,0.530206325,0.797522331,TRUE,FALSE,FALSE,FALSE
801,13.9,13.89467,TRUE,TRUE,beta-alanine,,,1,0.044046441,,,,,,,,8.331,8.486,7.601,8.252,8.306,8.658,8.899,8.539,0.044046441,0.425896539,0.216819835,0.099709753,0.354395917,0.855321672,0.13238889,TRUE,FALSE,TRUE,FALSE
804,13.9,13.89484,TRUE,,beta-alanine,,,1,,,,,0.045418245,,,,6.08,6.616,6.266,6.594,6.995,5.8,7.326,6.631,0.479995364,0.402535115,0.515122277,0.508720074,0.045418245,0.854683147,0.606059319,TRUE,FALSE,FALSE,FALSE
806,13.9,13.89528,TRUE,,beta-alanine,aspartic acid,,1,,,,,0.014369088,,,,10.444,11.045,10.517,10.928,11.375,9.526,11.013,10.624,0.689337478,0.663946639,0.382737542,0.568918607,0.014369088,0.38447095,0.2242569,TRUE,FALSE,FALSE,FALSE
809,13.9,13.89563,TRUE,TRUE,beta-alanine,aspartic acid,,1,,,0.031915452,,,,,,5.073,4.097,4.655,4.962,5.657,4.523,5.937,4.776,0.159751646,0.56188693,0.031915452,0.998350969,0.217497437,0.310281952,0.319313355,TRUE,FALSE,TRUE,FALSE
819,13.9,13.90016,TRUE,,beta-alanine,aspartic acid,,1,,,,,0.033159057,,,,7.159,7.381,7.013,7.783,8.415,7.044,8.317,7.891,0.101592278,0.494252139,0.576610267,0.735278285,0.033159057,0.26923118,0.764162355,TRUE,FALSE,FALSE,FALSE
828,14,13.95546,TRUE,,beta-alanine,aspartic acid,,1,,,,0.039345348,,,,,7.714,7.748,7.071,7.465,8.193,7.157,8.522,8.075,0.086173304,0.895081227,0.367869714,0.039345348,0.055586866,0.357199204,0.819778233,TRUE,FALSE,FALSE,FALSE
837,14.6,14.59741,TRUE,TRUE,timonacic acid,,,2,0.037244119,,,,,0.018956125,,,5.795,5.482,4.724,6.072,6.107,5.795,5.97,6.084,0.037244119,0.702556718,0.318456019,0.488430889,0.153519426,0.018956125,0.170378164,TRUE,FALSE,TRUE,FALSE
847,14.9,14.86683,TRUE,,Malic acid,,,1,,,,,,0.008309857,,,8.22,7.842,7.568,7.778,7.98,7.616,7.05,8.274,0.751915626,0.311599449,0.508644701,0.38487706,0.268529214,0.008309857,0.197374858,TRUE,TRUE,FALSE,FALSE
859,14.9,14.87442,TRUE,,Malic acid,,,1,,,,,,,0.039320155,,6.798,6.477,5.852,7.118,6.432,6.75,6.994,6.675,0.628870519,0.936482805,0.297903764,0.518475908,0.404883266,0.305958722,0.039320155,TRUE,FALSE,FALSE,FALSE
860,14.9,14.87443,TRUE,TRUE,Malic acid,,,1,0.043902532,,,,,,,,6.399,6.875,6.735,6.812,7.16,7.041,6.549,7.204,0.043902532,0.979074248,0.125239656,0.310578235,0.871517766,0.627836751,0.068903449,TRUE,FALSE,TRUE,FALSE
862,14.9,14.87448,TRUE,,Malic acid,,,2,,,,,0.023245288,,0.031524954,,8.298,8.115,8.308,8.092,8.347,8.265,7.395,8.519,0.972863158,0.405858367,0.455792992,0.387943186,0.023245288,0.054306067,0.031524954,TRUE,FALSE,FALSE,FALSE
866,14.9,14.87463,TRUE,,Malic acid,,,1,,,,,,,0.038996708,,8.45,8.463,8.299,8.132,8.666,8.417,7.134,8.547,0.819938962,0.073853493,0.398329855,0.435548176,0.195408205,0.118189595,0.038996708,TRUE,FALSE,FALSE,FALSE
869,14.9,14.87841,TRUE,TRUE,Malic acid,,,1,0.023459385,,,,,,,,6.023,5.963,5.515,5.697,6.185,6.203,6.841,6.381,0.023459385,0.913773891,0.865487131,0.118714502,0.596784128,0.840122457,0.458074161,TRUE,FALSE,TRUE,FALSE
878,14.9,14.8818,TRUE,,Malic acid,,,1,,,,,,,0.036112243,,8.278,8.242,8.314,7.796,8.402,7.748,7.361,8.397,0.618816779,0.546932282,0.699329311,0.806267293,0.457471934,0.286666364,0.036112243,TRUE,FALSE,FALSE,FALSE
883,14.9,14.88188,TRUE,,Malic acid,,,1,,,,,,,0.029889684,,5.958,6.743,6.607,6.581,7.292,6.88,6.16,7.029,0.069398948,0.778059223,0.271024786,0.151985574,0.633244209,0.709029433,0.029889684,TRUE,FALSE,FALSE,FALSE
890,14.9,14.88204,TRUE,TRUE,Malic acid,,,1,0.026673066,,,,,,,,7.41,7.338,7.513,6.958,7.703,7.794,7.447,7.805,0.026673066,0.519735103,0.71758074,0.86889882,0.146309096,0.712238271,0.295715493,TRUE,FALSE,TRUE,FALSE
891,14.9,14.88205,TRUE,,Malic acid,,,2,,,,,,0.022398695,0.030050642,,8.119,7.955,7.797,7.718,8.239,7.831,7.018,8.202,0.992268448,0.086667315,0.646128324,0.915188306,0.214155853,0.022398695,0.030050642,TRUE,FALSE,FALSE,FALSE
893,14.9,14.88212,TRUE,TRUE,Malic acid,,,1,,,0.049557087,,,,,,7.797,8.203,8.304,8.365,7.92,8.643,7.989,8.511,0.547970435,0.370246175,0.049557087,0.388977526,0.335351042,0.50408029,0.862558296,TRUE,FALSE,TRUE,FALSE
946,15.7,15.66365,TRUE,,Glutamic acid,,,1,,,,0.032080422,,,,,8.616,8.483,7.549,8.101,8.009,8.19,8.741,8.875,0.456744199,0.911738198,0.492307463,0.032080422,0.939396846,0.599476424,0.572878612,TRUE,FALSE,FALSE,FALSE
949,15.7,15.67108,TRUE,TRUE,Glutamic acid,,,1,0.037579651,,,,,,,,6.036,5.757,5.416,5.988,5.691,6.617,6.325,6.745,0.037579651,0.697065327,0.103947162,0.264433015,0.283942598,0.680660543,0.193358768,TRUE,FALSE,TRUE,FALSE
953,15.7,15.74339,TRUE,TRUE,Glutamic acid,,,1,,0.019560262,,,,,,,6.625,6.689,5.93,6.306,6.556,6.489,6.02,6.005,0.654517568,0.019560262,0.660931642,0.965441886,0.546723429,0.663738495,0.766088445,TRUE,FALSE,TRUE,FALSE
968,16,15.97474,TRUE,TRUE,Phenylalanine,,,1,,,0.038998586,,,,,,5.294,5.668,5.424,6.236,5.709,5.99,5.803,5.925,0.281029102,0.305705952,0.038998586,0.341801467,0.317119006,0.680601378,0.434943769,TRUE,FALSE,TRUE,FALSE
969,16,16.04265,TRUE,,Phenylalanine,,,1,,,,0.01825143,,,,,6.586,5.89,4.285,4.736,5.888,5.001,6.442,5.966,0.436514563,0.266234237,0.507090059,0.01825143,0.56723227,0.431921642,0.717626791,TRUE,FALSE,FALSE,FALSE
978,17.4,17.37847,TRUE,,Gluconic acid,,,1,,,,0.016503397,,,,,9.796,9.802,8.745,9.056,9.557,9.428,9.861,9.987,0.201579569,0.33527175,0.682364346,0.016503397,0.74445,0.600950988,0.963061108,TRUE,FALSE,FALSE,FALSE
983,17.7,17.74295,TRUE,TRUE,Arabinose,,,2,,0.035560465,,0.023943206,,,,,8.021,8.163,7.139,7.29,7.905,8.107,8.151,8.014,0.060487334,0.035560465,0.532113285,0.023943206,0.811492943,0.697984555,0.665862012,TRUE,FALSE,TRUE,FALSE
985,17.8,17.75045,TRUE,TRUE,Arabinose,,,1,,,0.038082428,,,,,,9.12,9.328,8.514,9.023,8.324,9.13,8.845,9.293,0.699103015,0.820768622,0.038082428,0.106833946,0.552230626,0.983740854,0.498040134,TRUE,FALSE,TRUE,FALSE
988,17.8,17.75425,TRUE,TRUE,Arabinose,,,1,0.037556877,,,,,,,,6.55,6.389,6.119,6.446,6.882,6.814,7.144,6.712,0.037556877,0.725354771,0.795025899,0.615505159,0.497853242,0.849773113,0.357130012,TRUE,FALSE,TRUE,FALSE
989,17.8,17.75429,TRUE,TRUE,Arabinose,,,1,,,0.040731953,,,,,,9.79,10.566,9.345,9.972,9.283,9.851,9.477,10.098,0.482748314,0.664719757,0.040731953,0.250361289,0.863713135,0.932800352,0.875124489,TRUE,FALSE,TRUE,FALSE
990,17.8,17.75803,TRUE,TRUE,Arabinose,,,1,,,0.010807818,,,,,,5.895,6.612,6.011,6.682,5.788,6.953,6.233,6.269,0.943146724,0.980066057,0.010807818,0.585055996,0.951336484,0.277700581,0.29027202,TRUE,FALSE,TRUE,FALSE
994,17.8,17.75815,TRUE,,Arabinose,,,1,,,,,,,0.045493734,,7.903,7.551,6.938,7.378,7.554,7.823,8.016,7.658,0.088669466,0.159652895,0.837509905,0.053648124,0.875171828,0.718869412,0.045493734,TRUE,FALSE,FALSE,FALSE
997,17.8,17.76189,TRUE,TRUE,Arabinose,,,1,0.029982953,,,,,,,,6.774,6.841,5.972,6.37,7.205,6.893,7.189,6.983,0.029982953,0.203700343,0.958031035,0.203708731,0.331945858,0.659698265,0.826028077,TRUE,FALSE,TRUE,FALSE
999,17.8,17.76562,TRUE,TRUE,Arabinose,,,2,0.00832658,,,,0.007492328,,,,5.89,5.92,4.876,6.189,6.534,5.928,6.603,6.222,0.00832658,0.545431994,0.546011012,0.232804465,0.007492328,0.067939765,0.213932849,TRUE,TRUE,TRUE,TRUE
1000,17.8,17.76562,TRUE,TRUE,Arabinose,,,1,0.014236096,,,,,,,,6.672,6.843,6.466,6.602,7.248,7.053,7.416,7.148,0.014236096,0.756826633,0.931157999,0.446722068,0.384587249,0.904484557,0.965087905,TRUE,FALSE,TRUE,FALSE
1002,17.8,17.76563,TRUE,TRUE,Arabinose,,,1,0.020951233,,,,,,,,5.782,6.176,5.86,6.209,6.587,6.504,6.752,6.45,0.020951233,0.858498761,0.635478073,0.928438537,0.236300423,0.784242786,0.850212008,TRUE,FALSE,TRUE,FALSE
1006,17.8,17.76565,TRUE,TRUE,Arabinose,,,1,0.023647771,,,,,,,,7.756,7.486,6.735,7.444,7.884,7.783,7.882,7.722,0.023647771,0.128922588,0.730669546,0.225355067,0.377852928,0.216471198,0.192140207,TRUE,FALSE,TRUE,FALSE
1008,17.8,17.76566,TRUE,TRUE,Arabinose,,,2,0.0188471,,,,0.037883681,,,,5.951,6.577,5.571,6.326,6.723,6.513,6.917,6.556,0.0188471,0.576524372,0.288768403,0.409211163,0.037883681,0.995139326,0.757690208,TRUE,FALSE,TRUE,FALSE
1010,17.8,17.76567,TRUE,TRUE,Arabinose,,,1,0.007061557,,,,,,,,6.248,6.538,5.305,6.069,6.558,6.674,7.036,6.673,0.007061557,0.251260115,0.287535173,0.06778811,0.193584023,0.956698229,0.319581076,TRUE,TRUE,TRUE,TRUE
1011,17.8,17.76567,TRUE,TRUE,Arabinose,,,1,0.036997461,,,,,,,,5.365,5.698,5.066,5.831,5.88,5.99,5.984,6.029,0.036997461,0.973792713,0.145459882,0.780129697,0.300198587,0.65969451,0.582098662,TRUE,FALSE,TRUE,FALSE
1012,17.8,17.76567,TRUE,TRUE,Arabinose,,,1,,,0.048680036,,,,,,8.231,8.714,7.839,8.49,8.509,8.978,8.362,8.734,0.15975985,0.343128694,0.048680036,0.841160759,0.776387547,0.931513419,0.791494012,TRUE,FALSE,TRUE,FALSE
1014,17.8,17.76568,TRUE,TRUE,Arabinose,,,2,0.04196137,0.047445442,,,,,,,8.334,8.615,7.365,7.973,8.627,8.456,8.406,8.567,0.04196137,0.047445442,0.269179087,0.092395157,0.286017559,0.450948212,0.995761738,TRUE,FALSE,TRUE,FALSE
1015,17.8,17.76568,TRUE,TRUE,Arabinose,,,1,0.041798288,,,,,,,,6.856,7.139,6.266,7.024,7.077,7.218,7.797,7.354,0.041798288,0.993754546,0.328775695,0.14216243,0.188830976,0.96290965,0.276170205,TRUE,FALSE,TRUE,FALSE
1018,17.8,17.76573,TRUE,TRUE,Arabinose,,,2,0.004294685,,,0.035809606,,,,,7.878,7.689,7.056,7.47,7.946,7.959,8.263,8.234,0.004294685,0.476758956,0.68111633,0.035809606,0.754826931,0.427449349,0.393173425,TRUE,TRUE,TRUE,TRUE
1019,17.8,17.76575,TRUE,TRUE,Arabinose,,,1,0.039030275,,,,,,,,7.826,8.104,7.253,7.598,7.889,8.209,8.283,8.008,0.039030275,0.174766588,0.263296031,0.112037824,0.484349905,0.505857808,0.368973673,TRUE,FALSE,TRUE,FALSE
1020,17.8,17.76947,TRUE,TRUE,Arabinose,,,1,0.044979427,,,,,,,,8.827,8.38,7.882,8.36,8.976,8.941,8.658,9.065,0.044979427,0.317037673,0.731831131,0.454280062,0.793127699,0.216324085,0.666671042,TRUE,FALSE,TRUE,FALSE
1021,17.8,17.7695,TRUE,TRUE,Arabinose,,,1,0.018670378,,,,,,,,6.006,6.273,5.307,6.161,6.701,6.374,6.799,6.301,0.018670378,0.339197291,0.638187734,0.457949276,0.050743264,0.632898612,0.433487351,TRUE,FALSE,TRUE,FALSE
1022,17.8,17.7732,TRUE,TRUE,Arabinose,,,1,0.018331513,,,,,,,,7.66,7.534,6.87,7.201,7.867,7.648,8.096,7.648,0.018331513,0.18192314,0.672762188,0.10452187,0.278860054,0.729567794,0.380131663,TRUE,FALSE,TRUE,FALSE
1023,17.8,17.77322,TRUE,TRUE,Arabinose,,,2,0.005599881,0.049989496,,,,,,,8.143,7.842,6.908,7.385,8.25,8.293,8.346,8.135,0.005599881,0.049989496,0.887088875,0.094992022,0.735817033,0.532543172,0.274374986,TRUE,TRUE,TRUE,TRUE
1024,17.8,17.77322,TRUE,TRUE,Arabinose,,,2,0.040541234,,,,0.035117451,,,,5.345,5.789,4.839,5.673,5.932,5.795,6.539,5.69,0.040541234,0.739572326,0.596298489,0.357787917,0.035117451,0.799936905,0.278866578,TRUE,FALSE,TRUE,FALSE
1026,17.8,17.77333,TRUE,,Arabinose,,,1,,,,,,,0.021981271,,6.437,6.349,5.916,6.881,6.613,7.307,6.84,6.255,0.156470453,0.36679678,0.260067721,0.305515799,0.523917306,0.927433372,0.021981271,TRUE,FALSE,FALSE,FALSE
1043,19,19.04033,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.022240537,,,,,,6.775,8.181,7.624,8.314,6.999,8.336,7.541,7.915,0.977767076,0.459070943,0.022240537,0.550593368,0.865010272,0.314764278,0.880651226,TRUE,FALSE,TRUE,FALSE
1044,19,19.04052,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.008848071,,,,,,5.724,6.797,6.77,7.485,6.109,7.47,6.882,7.286,0.450435014,0.066719489,0.008848071,0.34454213,0.949459302,0.334090072,0.649510571,TRUE,TRUE,TRUE,TRUE
1045,19,19.04052,TRUE,,Glycerophosphoric acid,,,1,,,,,,,0.042407093,,6.026,5.614,6.014,6.589,5.706,6.939,6.314,5.889,0.651665874,0.686675893,0.413838726,0.225029285,0.513109281,0.684365828,0.042407093,TRUE,FALSE,FALSE,FALSE
1047,19,19.04373,TRUE,TRUE,Glycerophosphoric acid,,,1,,0.021833038,,,,,,,4.665,4.427,5.209,5.029,4.731,5.235,5.393,5.241,0.125621391,0.021833038,0.935333466,0.507995409,0.272727249,0.468487505,0.355211112,TRUE,FALSE,TRUE,FALSE
1050,19,19.04557,TRUE,TRUE,Glycerophosphoric acid,,,3,,,0.001356677,0.0095304,,0.042636535,,,6.272,7.725,7.796,8.255,6.759,8.552,7.013,7.329,0.830180293,0.272294933,0.001356677,0.0095304,0.75784195,0.042636535,0.682048129,TRUE,TRUE,TRUE,TRUE
1051,19,19.04808,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.026765955,,,,,,7.261,8.635,8.34,9.013,7.491,9.264,7.865,7.76,0.634267277,0.794720852,0.026765955,0.096782474,0.918732644,0.137126964,0.481025508,TRUE,FALSE,TRUE,FALSE
1052,19,19.04813,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.041119226,,,,,,6.834,8.1,7.809,8.362,7.392,8.981,7.775,7.836,0.56745514,0.729160155,0.041119226,0.202389868,0.99895372,0.198735304,0.630640593,TRUE,FALSE,TRUE,FALSE
1058,19,19.04817,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.027327775,,,,,,6.281,7.221,6.427,7.591,6.637,7.615,7.407,6.869,0.453051682,0.702550631,0.027327775,0.541896401,0.221634421,0.329557334,0.157758981,TRUE,FALSE,TRUE,FALSE
1067,19,19.04925,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.049811465,,,,,,6.124,6.778,6.101,7.341,6.163,7.382,7.255,6.743,0.449041734,0.522169192,0.049811465,0.813049308,0.481846329,0.476427325,0.107399565,TRUE,FALSE,TRUE,FALSE
1076,19.1,19.05069,TRUE,,Glycerophosphoric acid,,,1,,,,,,,0.012698656,,5.77,5.996,5.756,6.304,5.635,6.669,6.555,5.643,0.549281754,0.970117939,0.207800928,0.463976123,0.617896959,0.093162195,0.012698656,TRUE,FALSE,FALSE,FALSE
1080,19.1,19.05148,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.036876798,,,,,,6.077,6.41,6.557,7.323,5.941,7.224,6.194,6.621,0.830384217,0.352353733,0.036876798,0.169539918,0.586654535,0.789679417,0.324588024,TRUE,FALSE,TRUE,FALSE
1087,19.1,19.05317,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.023442113,,,,,,6.687,7.857,7.49,8.282,7.229,8.302,7.604,7.432,0.833720279,0.535146938,0.023442113,0.135261606,0.466457268,0.218335941,0.494791628,TRUE,FALSE,TRUE,FALSE
1089,19.1,19.05363,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.035052915,,,,,,6.136,6.844,5.992,7.405,6.433,7.388,7.08,6.713,0.380877281,0.798578372,0.035052915,0.619768448,0.303247628,0.710499137,0.136398237,TRUE,FALSE,TRUE,FALSE
1098,19.1,19.05568,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.020198536,,,,,,6.55,7.837,7.416,7.988,7.037,8.181,6.966,7.282,0.896486558,0.883370728,0.020198536,0.134837264,0.823852898,0.27120836,0.935031979,TRUE,FALSE,TRUE,FALSE
1101,19.1,19.05572,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.00098715,0.036594766,,,,,5.868,6.587,6.79,7.432,5.608,7.5,5.968,6.628,0.458694562,0.175928043,0.00098715,0.036594766,0.228103126,0.260394271,0.294591833,TRUE,TRUE,TRUE,TRUE
1103,19.1,19.05572,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.046120353,,,,,,6.15,6.97,5.99,7.178,6.624,7.347,6.938,6.851,0.28109436,0.918116572,0.046120353,0.775289256,0.349287883,0.785053067,0.391105784,TRUE,FALSE,TRUE,FALSE
1107,19.1,19.05573,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.002879342,,,,,,6.098,7.13,6.904,7.591,5.755,7.838,6.124,6.515,0.318869117,0.711735523,0.002879342,0.082838512,0.481001324,0.148988162,0.31753492,TRUE,TRUE,TRUE,TRUE
1108,19.1,19.05573,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.006335342,,,,,,6.766,7.619,7.409,8.295,6.957,8.144,7.271,7.503,0.89808411,0.318391126,0.006335342,0.118753573,0.847855938,0.440309732,0.379292058,TRUE,TRUE,TRUE,TRUE
1109,19.1,19.05573,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.027408199,,,,,,6.288,7.512,6.478,7.783,6.595,7.579,7.029,6.932,0.960597238,0.866895032,0.027408199,0.578043418,0.335995867,0.554853161,0.463122928,TRUE,FALSE,TRUE,FALSE
1112,19.1,19.05575,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.014573195,,,,,,5.965,6.088,6.327,7.421,5.74,7.479,6.174,6.492,0.880060717,0.309839879,0.014573195,0.073018726,0.439758627,0.810266524,0.06968296,TRUE,FALSE,TRUE,FALSE
1113,19.1,19.05575,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.02453819,,,,,,6.497,7.495,6.31,7.877,6.865,7.826,7.663,7.233,0.361845978,0.82474856,0.02453819,0.865696013,0.196463918,0.624841932,0.17933495,TRUE,FALSE,TRUE,FALSE
1118,19.1,19.05577,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.004972207,,,,,,6.559,7.504,7.11,7.965,6.499,8.049,6.765,7.157,0.670816851,0.672295436,0.004972207,0.174209529,0.832169425,0.356389267,0.406527286,TRUE,TRUE,TRUE,TRUE
1127,19.1,19.05691,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.005772628,,,,,,6.419,7.359,6.611,7.871,6.486,7.814,6.756,7.084,0.988904412,0.788669266,0.005772628,0.339946159,0.748839936,0.656408946,0.334616606,TRUE,TRUE,TRUE,TRUE
1129,19.1,19.05736,TRUE,TRUE,Glycerophosphoric acid,,,2,,,0.003132168,0.012170669,,,,,6.834,8.114,7.915,8.599,7.486,8.522,6.833,7.669,0.575183751,0.756692651,0.003132168,0.012170669,0.953432718,0.491380216,0.738812976,TRUE,TRUE,TRUE,TRUE
1131,19.1,19.058,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.044246464,,,,,,6.812,7.72,7.313,8.214,7.086,8.1,7.509,7.43,0.956511575,0.563600262,0.044246464,0.309968886,0.584869871,0.454184764,0.432833231,TRUE,FALSE,TRUE,FALSE
1136,19.1,19.05943,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.004007918,,,,,,6.419,7.097,6.53,7.705,6.244,7.627,6.489,6.958,0.802003688,0.721436714,0.004007918,0.317232743,0.935194514,0.786924358,0.258219138,TRUE,TRUE,TRUE,TRUE
1137,19.1,19.06063,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.045874879,,,,,,6.612,7.844,7.131,8.27,6.727,8.126,7.381,6.874,0.639552113,0.847415146,0.045874879,0.283374933,0.454440407,0.266593055,0.287647003,TRUE,FALSE,TRUE,FALSE
1138,19.1,19.06063,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.037353235,,,,,,6.132,6.842,6.434,7.261,5.822,7.304,6.691,6.57,0.823539118,0.544708929,0.037353235,0.591406786,0.99903636,0.33377211,0.232023065,TRUE,FALSE,TRUE,FALSE
1139,19.1,19.06063,TRUE,TRUE,Glycerophosphoric acid,,,1,,,0.030484799,,,,,,7.474,8.315,7.812,8.712,7.237,8.724,7.59,7.819,0.588635085,0.854618795,0.030484799,0.370997186,0.942389689,0.480543975,0.408234668,TRUE,FALSE,TRUE,FALSE
